issuekey,title,description,storypoint
USERGRID-439,scheduler run failed system idling,error happens consistently clusters system largely idle jobschedulerservice error orgapacheusergridbatchservicejobschedulerservice scheduler run failed error orgapacheusergridpersistenceexceptionsqueueexception unable obtain lock queue jobs seconds orgapacheusergridmqcassandraioconsumertransactiongetresultsconsumertransactionjava orgapacheusergridmqcassandraqueuemanagerimplgetfromqueuequeuemanagerimpljava orgapacheusergridbatchserviceschedulerserviceimplgetjobsschedulerserviceimpljava orgapacheusergridbatchservicejobschedulerservicerunoneiterationjobschedulerservicejava comgooglecommonutilconcurrentabstractscheduledservicerunabstractscheduledservicejava javautilconcurrentexecutorsrunnableadaptercallexecutorsjava javautilconcurrentfuturetasksyncinnerrunandresetfuturetaskjava javautilconcurrentfuturetaskrunandresetfuturetaskjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskaccessscheduledthreadpoolexecutorjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskrunscheduledthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava,3
USERGRID-442,investigate elasticsearch timeout longrunning pause tomcat,seen many tomcat nodes pausing time across cluster took stack trace attached one jumped daemon prio tidxfcbc nidxff waiting condition xfddd javalangthreadstate waiting parking sunmiscunsafeparknative method parking wait xeeded orgelasticsearchcommonutilconcurrentbasefuturesync javautilconcurrentlockslocksupportparklocksupportjava javautilconcurrentlocksabstractqueuedsynchronizerparkandcheckinterruptabstractqueuedsynchronizerjava javautilconcurrentlocksabstractqueuedsynchronizerdoacquiresharedinterruptiblyabstractqueuedsynchronizerjava javautilconcurrentlocksabstractqueuedsynchronizeracquiresharedinterruptiblyabstractqueuedsynchronizerjava orgelasticsearchcommonutilconcurrentbasefuturesyncgetbasefuturejava orgelasticsearchcommonutilconcurrentbasefuturegetbasefuturejava orgelasticsearchactionsupportadapteractionfutureactiongetadapteractionfuturejava orgapacheusergridpersistenceindeximplesentityindeximplsearchesentityindeximpljava orgapacheusergridcorepersistencecprelationmanagersearchcollectioncprelationmanagerjava orgapacheusergridcorepersistencecpentitymanagersearchcollectioncpentitymanagerjava orgapacheusergridcorepersistencecpentitymanagerfactorylookupapplicationcpentitymanagerfactoryjava orgapacheusergridrestorganizationsorganizationresourcegetapplicationbynameorganizationresourcejava sunreflectgeneratedmethodaccessorinvokeunknown source sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava comsunjerseyserverimplurirulessublocatorruledispatchsublocatorrulejava comsunjerseyserverimplurirulessublocatorruleinvokesublocatorsublocatorrulejava comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulesresourceclassruleacceptresourceclassrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulesrootresourceclassesruleacceptrootresourceclassesrulejava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyspicontainerservletwebcomponentservicewebcomponentjava comsunjerseyspicontainerservletservletcontainerserviceservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapacheshirowebservletabstractshirofilterexecutechainabstractshirofilterjava orgapacheshirowebservletabstractshirofiltercallabstractshirofilterjava orgapacheshirosubjectsupportsubjectcallabledocallsubjectcallablejava orgapacheshirosubjectsupportsubjectcallablecallsubjectcallablejava orgapacheshirosubjectsupportdelegatingsubjectexecutedelegatingsubjectjava orgapacheshirowebservletabstractshirofilterdofilterinternalabstractshirofilterjava orgapacheshirowebservletonceperrequestfilterdofilteronceperrequestfilterjava orgspringframeworkwebfilterdelegatingfilterproxyinvokedelegatedelegatingfilterproxyjava orgspringframeworkwebfilterdelegatingfilterproxydofilterdelegatingfilterproxyjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapacheusergridrestfilterscontenttypefilterdofiltercontenttypefilterjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapachecatalinacorestandardwrappervalveinvokestandardwrappervalvejava orgapachecatalinacorestandardcontextvalveinvokestandardcontextvalvejava orgapachecatalinaauthenticatorauthenticatorbaseinvokeauthenticatorbasejava orgapachecatalinacorestandardhostvalveinvokestandardhostvalvejava orgapachecatalinavalveserrorreportvalveinvokeerrorreportvalvejava orgapachecatalinavalvesaccesslogvalveinvokeaccesslogvalvejava orgapachecatalinacorestandardenginevalveinvokestandardenginevalvejava orgapachecatalinaconnectorcoyoteadapterservicecoyoteadapterjava orgapachecoyote orgapachecoyoteabstractprotocolabstractconnectionhandlerprocessabstractprotocoljava orgapachetomcatutilnetjioendpointsocketprocessorrunjioendpointjava locked xeda orgapachetomcatutilnetsocketwrapper javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava orgapachetomcatutilthreadstaskthreadwrappingrunnableruntaskthreadjava javalangthreadrunthreadjava todd called one collectiontasks daemon prio tidxfcfc nidxb waiting condition xfcbc javalangthreadstate waiting parking sunmiscunsafeparknative method parking wait xedccf orgelasticsearchcommonutilconcurrentbasefuturesync javautilconcurrentlockslocksupportparklocksupportjava javautilconcurrentlocksabstractqueuedsynchronizerparkandcheckinterruptabstractqueuedsynchronizerjava javautilconcurrentlocksabstractqueuedsynchronizerdoacquiresharedinterruptiblyabstractqueuedsynchronizerjava javautilconcurrentlocksabstractqueuedsynchronizeracquiresharedinterruptiblyabstractqueuedsynchronizerjava orgelasticsearchcommonutilconcurrentbasefuturesyncgetbasefuturejava orgelasticsearchcommonutilconcurrentbasefuturegetbasefuturejava orgelasticsearchactionsupportadapteractionfutureactiongetadapteractionfuturejava orgapacheusergridpersistenceindeximplesentityindeximpldeletepreviousversionsesentityindeximpljava orgapacheusergridcorepersistenceeventsentityversioncreatedhandlerversioncreatedentityversioncreatedhandlerjava orgapacheusergridpersistencecollectionimplentityversioncreatedtaskfireeventsentityversioncreatedtaskjava orgapacheusergridpersistencecollectionimplentityversioncreatedtaskcallentityversioncreatedtaskjava orgapacheusergridpersistencecollectionimplentityversioncreatedtaskcallentityversioncreatedtaskjava javautilconcurrentfuturetasksyncinnerrunfuturetaskjava javautilconcurrentfuturetaskrunfuturetaskjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava,3
USERGRID-443,implement windows raw push notifications,support raw push notifications windows platform needs added code base separate task createdassigned,3
USERGRID-444,test remove routing entity,added routing experiencing hotspots appears caused uneven shard allocation remove routing new indexes test load,3
USERGRID-445,create index merge operation,currently way remove older indexes retain single index allocating new index build functionality index rebuild adding upper bound stop indexing perform following high level operations find lowest entity version current write alias perform index rebuild collections stopping lowest version previous step rebuild complete remove indexes current write alias,8
USERGRID-446,removed unused column families,lot remnant column families causing bloat system need audit column family longer used removed complicated remove column families queues well need open tickets address later,5
USERGRID-447,fix data migration format lifecycle initial setup,initial setup perform following phases setup keyspaces column families set root application admins run migration via put systemmigraterun causes unnecessary migration current instead initial setup cpsetupjava perform following create keyspaces column families perform data migration simply set current max version data written write initial root application state,1
USERGRID-448,remove redundant appinfos collections managementserviceimpl,flaw twodoto cpentitymanagerfactory factory stores collection appinfo type entities managementserviceimpl stores redundant collection applicationinfo entities problem becomes evident try delete application application deleted appinfos collection call management orgapps endpoint still see application endpoint uses applicationinfos fix ensure one collection stored add code migrate existing app information collections,3
USERGRID-449,admin portal user permissions allowed,admin portal try enter permission like usersuserhasstuffmystuff gives error path must begin slash path allows dot dash paths format path pathpath allowed,3
USERGRID-450,invalidate token used activate new user account,token used activate account invalidated,3
USERGRID-454,add metrics cassandra calls,want add way get metrics calls made cassandra measure performance bottlenecks order accomplish need wrap cassandra execution calls graphite timers could also set timers check cassandra calls started loaded already timers around index updates index deletes want check calls index creations delete queries rest,5
USERGRID-455,npe load,npe load please investigate javalangnullpointerexception orgapacheusergridservicesservicecontextgetpathservicecontextjava orgapacheusergridservicesabstractservicecheckpermissionsforentityabstractservicejava orgapacheusergridservicesabstractcollectionserviceputitembynameabstractcollectionservicejava orgapacheusergridservicesabstractserviceinvokeitemwithnameabstractservicejava orgapacheusergridservicesabstractserviceinvokeabstractservicejava orgapacheusergridservicesabstractserviceinvokeabstractservicejava orgapacheusergridservicesservicerequestexecuteservicerequestjava orgapacheusergridservicesservicerequestexecuteservicerequestjava orgapacheusergridrestapplicationsserviceresourceexecuteservicerequestservicereso,3
USERGRID-456,change elasticsearch mapping behavior per index,currently possible share multiple usergrid instances cluster due default mapping usage elasticsearch need change following stop putting default wildcard mappings based index prefix work appears change settings index created default mapping applied perindex also index rebuild writealias exists also want explicitly update mapping process allow online rebuild without allocate new write index merge,3
USERGRID-460,geospatialgeolocation query results sorted distance,geospatial within query results sorted distance sort distance ascending default mongodb handles near queries please add test confirm sorting done correctly,3
USERGRID-461,cursor grows number indexes grow,appears cursor grows index grows causing issues request growing large alleviate issue think perform following read receive cursor create new timeuuid put cursor map expiration equal expiration time using new timeuuid string key return time uuid string user next page lookup cursor cassandra get next page results,5
USERGRID-462,spike investigate geo location reindex failure,reindexing entities geolocation geofield missing need investigate happening,3
USERGRID-465,fix remaining graphite timers cpentitymanager,refactor move timers constructor instead initialized methods,1
USERGRID-466,rejected index jobs dropped,index queue full rejects index requests usergrid drops result could entities cannot returned handle soon minimum put sqs queue something similar future handling,5
USERGRID-471,long pauses errors deletebyquery,single thread puts usergrid one time deletebyquery block caller response time usergrid goes time note error logs indicates minute timeout debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery ressy observer timeout notification cluster service timeout setting time since start debugactiondeletebyquery,3
USERGRID-474,update cloudformation use dedicated elasticsearch master nodes,update cloudformation scripts use dedicated master node closely mirror suggestion production usage stress testing,1
USERGRID-479,clone could retrieve unique value field name unable verify,error orgapacheusergridrestexceptionsabstractexceptionmapper javalangruntimeexception server error javalangruntimeexception could retrieve unique value field name unable verify orgapacheusergridpersistencecollectionmvccstagewritewriteuniqueverifycallwriteuniqueverifyjava orgapacheusergridpersistencecollectionmvccstagewritewriteuniqueverifycallwriteuniqueverifyjava rxobservableonnextobservablejava rxinternaloperatorsoperatordooneachonnextoperatordooneachjava rxobservablecallobservablejava rxobservablecallobservablejava rxobservableunsafesubscribeobservablejava rxinternaloperatorsoperatorsubscribeoncalloperatorsubscribeonjava rxinternalschedulersscheduledactionrunscheduledactionjava javautilconcurrentexecutorsrunnableadaptercallexecutorsjava javautilconcurrentfuturetasksyncinnerrunfuturetaskjava javautilconcurrentfuturetaskrunfuturetaskjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskaccessscheduledthreadpoolexecutorjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskrunscheduledthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava caused rxexceptionsonerrorthrowableonnextvalue onerror emitting onnext value collectionioeventclass rxexceptionsonerrorthrowableaddvalueaslastcauseonerrorthrowablejava rxinternaloperatorsoperatordooneachonnextoperatordooneachjava error orgapacheusergridrestexceptionsabstractexceptionmapper server error errorruntimetimestampdurationerrordescriptioncould retrieve unique value field name unable verifyexceptionjavalangruntimeexception error orgapacheusergridrestexceptionsthrowablemapper uncaught exception occurred http invocation javalangruntimeexception could retrieve unique value field name unable verify orgapacheusergridpersistencecollectionmvccstagewritewriteuniqueverifycallwriteuniqueverifyjava orgapacheusergridpersistencecollectionmvccstagewritewriteuniqueverifycallwriteuniqueverifyjava rxobservableonnextobservablejava rxinternaloperatorsoperatordooneachonnextoperatordooneachjava rxobservablecallobservablejava rxobservablecallobservablejava rxobservableunsafesubscribeobservablejava rxinternaloperatorsoperatorsubscribeoncalloperatorsubscribeonjava rxinternalschedulersscheduledactionrunscheduledactionjava javautilconcurrentexecutorsrunnableadaptercallexecutorsjava javautilconcurrentfuturetasksyncinnerrunfuturetaskjava javautilconcurrentfuturetaskrunfuturetaskjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskaccessscheduledthreadpoolexecutorjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskrunscheduledthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava caused rxexceptionsonerrorthrowableonnextvalue onerror emitting onnext value collectionioeventclass rxexceptionsonerrorthrowableaddvalueaslastcauseonerrorthrowablejava,3
USERGRID-486,create load testing framework query module,need create simple stress testing framework query module perform profiling indexing scheme easily following reuse existing gattling cloud formation usergrid cloud formation create integration tests overridden url elasticsearch run via maven parallel ssh get performance results use metrics report throughput possibly graphite compare results,5
USERGRID-488,error message put version required set update operation,error returned high load put operations duration error nullpointer errordescription version required set update operation exception javalangnullpointerexception timestamp,5
USERGRID-490,update index aliases created atomically,currently move index aliases multiple steps lead inconsistent alias state fail one operations alias operation perform single swap command perform following index allocation create target index successfully issue single http call move write alias add read alias new index per http command equivalent,1
USERGRID-491,create app stopped returning new apps,creating new app error returned however app never appears portal investigate fix issue,3
USERGRID-494,apps returned organizations,apps cannot return due bugs pagingresults iterator refactor work correctly process also refactor repair logic work reading connected entities well collections,1
USERGRID-497,fix applicationresourceit,applicationresourceit reporting failures investigate root cause simply returning back unauthorized,5
USERGRID-498,broken link contribution page,usergrid homepage contribution guidelines link points really,3
USERGRID-502,convert basicit new rest test framework,convert,2
USERGRID-504,querying application name rest test framework doesnt work,following call doesnt work managementorgsorganization clientsetupgetorganizationname appaddtopath clientsetupgetappname call managementorgsorganization clientsetupgetorganizationname appaddtopath clientsetupgetappuuid reason seems like application name management side also includes org name part identify forming rest calls doesnt work thats name doesnt work uuid still ideally application name part identity,3
USERGRID-505,load nullpointerexception version required set update operation,error orgapacheusergridrestexceptionsabstractexceptionmapper javalangnullpointerexception server error javalangnullpointerexception version required set update operation comgooglecommonbasepreconditionschecknotnullpreconditionsjava orgapacheusergridpersistencecoreutilvalidationutilsverifytimeuuidvalidationutilsjava orgapacheusergridpersistencecoreutilvalidationutilsverifyversionvalidationutilsjava orgapacheusergridpersistenceindeximplesentityindexbatchimplindexesentityindexbatchimpljava orgapacheusergridcorepersistencecpentitymanagerindexentityintocollectioncpentitymanagerjava orgapacheusergridcorepersistencecprelationmanageraddtocollectioncprelationmanagerjava orgapacheusergridcorepersistencecpentitymanagerbatchcreatecpentitymanagerjava orgapacheusergridcorepersistencecpentitymanagercreatecpentitymanagerjava orgapacheusergridcorepersistencecpentitymanagercreatecpentitymanagerjava orgapacheusergridcorepersistencecpentitymanagercreatecpentitymanagerjava orgapacheusergridservicesabstractcollectionserviceputitembynameabstractcollectionservicejava orgapacheusergridservicesabstractserviceinvokeitemwithnameabstractservicejava orgapacheusergridservicesabstractserviceinvokeabstractservicejava orgapacheusergridservicesabstractserviceinvokeabstractservicejava orgapacheusergridservicesservicerequestexecuteservicerequestjava orgapacheusergridservicesservicerequestexecuteservicerequestjava orgapacheusergridrestapplicationsserviceresourceexecuteservicerequestserviceresourcejava orgapacheusergridrestapplicationsserviceresourceexecuteputwithmapserviceresourcejava orgapacheusergridrestapplicationsserviceresourceexecuteputserviceresourcejava sunreflectgeneratedmethodaccessorinvokeunknown source sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava comsunjerseyspicontainerjavamethodinvokerfactoryinvokejavamethodinvokerfactoryjava comsunjerseyserverimplmodelmethoddispatchabstractresourcemethoddispatchprovidertypeoutinvokerdispatchabstractresourcemethoddispatchproviderjava comsunjerseyserverimplmodelmethoddispatchresourcejavamethoddispatcherdispatchresourcejavamethoddispatcherjava comsunjerseyserverimplurirules comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulessublocatorruleacceptsublocatorrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulesresourceclassruleacceptresourceclassrulejava comsunjerseyserverimplurirulesrighthandpathruleacceptrighthandpathrulejava comsunjerseyserverimplurirulesrootresourceclassesruleacceptrootresourceclassesrulejava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyserverimplapplicationwebapplicationimplhandlerequestwebapplicationimpljava comsunjerseyspicontainerservletwebcomponentservicewebcomponentjava comsunjerseyspicontainerservletservletcontainerserviceservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava comsunjerseyspicontainerservletservletcontainerdofilterservletcontainerjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapacheshirowebservletabstractshirofilterexecutechainabstractshirofilterjava orgapacheshirowebservletabstractshirofiltercallabstractshirofilterjava orgapacheshirosubjectsupportsubjectcallabledocallsubjectcallablejava orgapacheshirosubjectsupportsubjectcallablecallsubjectcallablejava orgapacheshirosubjectsupportdelegatingsubjectexecutedelegatingsubjectjava orgapacheshirowebservletabstractshirofilterdofilterinternalabstractshirofilterjava orgapacheshirowebservletonceperrequestfilterdofilteronceperrequestfilterjava orgspringframeworkwebfilterdelegatingfilterproxyinvokedelegatedelegatingfilterproxyjava orgspringframeworkwebfilterdelegatingfilterproxydofilterdelegatingfilterproxyjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapacheusergridrestfilterscontenttypefilterdofiltercontenttypefilterjava orgapachecatalinacoreapplicationfilterchaininternaldofilterapplicationfilterchainjava orgapachecatalinacoreapplicationfilterchaindofilterapplicationfilterchainjava orgapachecatalinacorestandardwrappervalveinvokestandardwrappervalvejava orgapachecatalinacorestandardcontextvalveinvokestandardcontextvalvejava orgapachecatalinaauthenticatorauthenticatorbaseinvokeauthenticatorbasejava orgapachecatalinacorestandardhostvalveinvokestandardhostvalvejava orgapachecatalinavalveserrorreportvalveinvokeerrorreportvalvejava orgapachecatalinavalvesaccesslogvalveinvokeaccesslogvalvejava orgapachecatalinacorestandardenginevalveinvokestandardenginevalvejava orgapachecatalinaconnectorcoyoteadapterservicecoyoteadapterjava orgapachecoyote orgapachecoyoteabstractprotocolabstractconnectionhandlerprocessabstractprotocoljava orgapachetomcatutilnetjioendpointsocketprocessorrunjioendpointjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava orgapachetomcatutilthreadstaskthreadwrappingrunnableruntaskthreadjava javalangthreadrunthreadjava,5
