issuekey,title,description,storypoint
MULE-7289,trying deploy app non existent domain nullpointerexception logged instead error,try deploy attached application application non existent domain,5
MULE-7290,shouldnt allowed deploy application one domain,try deploy application one domain putting lines muledeployproperties noformat domaindefault domaindefault noformat,5
MULE-7291,disposing domain undeploy application,deploy application domain delete domain anchor file expected application gets undeployed actual application remains deployed,5
MULE-7292,shouldnt share http connector without specifying inside domain,share connector mandatory declare muledomainconfigxml reference endpoint connectorref consider attached applications domain,5
MULE-7293,transientregistry dispose registered objects dispose,dispose method called transientregistry instance current registered objects disposed also different objects registered using key last object kept previous ones lost also disposed dispose phase,2
MULE-7294,modifying path http inbound endpoint sharing connector makes application fail,steps copy domain mule installation deploy applications curl succeeds first app curl succeeds second app change path first application curl expected curl succeed actual curl fails,5
MULE-7296,domain initialization result failure success shown box end log starting,currently domain initialization status shown logs performed way applications shown summary box end server start,5
MULE-7297,nullpointerexception tyring override class loaderoverride,trying override class loaderoverridecommulesofttestdummy get nullpointerexception deploy attached application mule standalone using binmule,5
MULE-7299,initial preparations mule development branch,task track changes made mulex branch order accomodate code cleanup tasks scope includes upgrading minimum jdk removing jdk specific code modules get full maven build run scope tracked tasks removing classes methods deprecated mulex,8
MULE-7300,default domain shouldnt configurable,shouldnt able configure default domain adding alibrary putting muledomainconfigxml inside reproduce unzip attached domainszip file mulehome run binmule,5
MULE-7301,application using socket sharing connectors deploys fails receive requests,deployed two apps sharing http connector one sharing inbound endpoint listening socket two others three applications get deployed first two listen requests copy attached applications apps directory copy attached domain domains directory start mule running binmule curl success curl success curl fails third application,5
MULE-7302,http inbound endpoints listen requests different path,http inbound endpoint listens path send request path inxxx receives reproduce deploy configuration using binmule run curl codexml xml version encodingutf mule xmlns xmlnsxsi xmlnsspring xmlnstest xmlns xmlnsvm xsischemalocation flow namemain host port pathin testcomponent appendstring received flow mule code,5
MULE-7303,wsconsumer wsdl doesnt allow resource paths,web service consumer requires location wsdl file part configuration location parsed url valid parsed file path convention mule treat fields resource paths would allow urls absolute files also look resource files relative current classpath possibly inside jar change behavior wsdl location treated reouce location,1
MULE-7307,disallow multiple transaction manager used within application,currently multiple transaction manager configured mule mule supports one peek first one avoid confusion users must allow users configure multiple transaction managers,3
MULE-7311,lack synchronization causes multiple expiration requests aggregator groups,test eventcorrelatortestcaseprocessesexpiredgroupinprimarynode fails intermitently due lack synchronization access object store different threads sporadically leads group expiry triggered several times may problem correlation setup process group expiration instead giving error problem mitigated using persistent object stores synchronisation creating adhoc happensafter causality,8
MULE-7842,jersey version upgrade,mule using old jersey libraries would need upgraded latest develop new agent dependent library current agent example test classes mulemodulejersey,13
MULE-7313,oauth authorize messageprocessor enters loop last processor flow,consider following flow flow nameauthorizeflow pathauthorize port exchangepatternrequestresponse googlecalendarsauthorize flow results googles oauth login screen showing authorization browser continuously redirected page however flow changed flow nameauthorizeflow pathauthorize port exchangepatternrequestresponse googlecalendarsauthorize logger messageauthorized flow starts work perfectly message processor placed authorization one probably issue due fact authorize mps intercepting first example theres nothing intercept,5
MULE-7314,poll watermark gives wrong warning message results returned query inside poll,polling salesforce retrieve data using watermark feature warning message saying watermark null appears query bring back data example following salesforce query select emailfirstnamelastnamelastmodifieddate contact lastmodifieddate flowvarstimestamp following warning appears even though watermark value null warn watermark poolthread watermark value null ignored,1
MULE-7458,make pgp module work fips environment,part making mule fips compliant users able allow pgp module fipscompliant investigate possibility using platforms cryptography provider instead bouncy castle pgp module easy execute task removing bouncy castle dependencies create another jira first setting fips mode mule allow pgp module use fipscompliant modules,5
MULE-7316,fix flaky flowsyncasyncprocessingstrategytestcase,flaky ignored,5
MULE-7318,cxf make proxyservice proxyclient handle multiple ports support soap messages flow,nowadays want create proxy specify port name soapversion binding information provided wsdl shouldnt required proxies detect automatically consequence api multiple ports one receiving soap envelope one receiving soap envelope dont specify port soapversion proxies service client able send soap message means simple proxy cannot used types soap versions,8
MULE-7320,new database module streaming feature working large queries,streaming option new database module activated error large queries additionally error message shown results returned config poll docnamepoll fixedfrequencyscheduler frequency timeunitminutes watermark variabletimestampdb defaultexpression selectormax selectorexpressionpayloadlastmodified dbselect configrefmysqlconfig docnamequery database dbparameterizedquerycdataselect firstnamelastnameemaillastmodified contact lastmodified flowvarstimestampdbdbparameterizedquery dbselect poll configuration without watermark also tested behavior resulted,8
MULE-7321,deprecate favor scatthergather,implementation scatter gather pattern deprecate element favor slight variation functionality cases scattergather prefered advanced cases need evaluate payload sequentially yet fail first failure accomplished using wiretaps task requires issuing warning parsing xml definition changing mule schemas documentation flag deprecation doc deprecate class implementing router,5
MULE-7322,muleapplicationcontext renamed muleartifactcontext breaks backwards compatibility,mule muleapplicationcontext renamed muleartifactcontext class used projects break provide deprecated muleapplicationcontext avoid breaking apps,3
MULE-7323,expressionsplitterxpathtestcase wrong assertions,expressionsplitterxpathtestcase tests broken assertions seem pass lines xmlunitcomparexmlexpectedmessage resultsgettostring xmlunitcomparexmlexpectedmessage resultsgettostring asserttruexmlunitcomparexmlexpectedmessage resultsgettostringidentical asserttruexmlunitcomparexmlexpectedmessage resultsgettostringidentical,1
MULE-7326,cant use webservice consumer operation without parameters,consider documentation attached endpoint localhost consumes web services takes zip input parameter operation works perfectly however localhosttest trying consume operation doesnt take parameters theres way make work consumer expecting generate soap envelope using datamapper however dont payload transform forced create dummy map operation expecting parameters xml datamapper generates looks like xml version encodingutf results consumer returning error basically theres envelope consume orgmuleapitransportdispatchexception couldnotreadxmlstream failed route event via endpoint orgmulemodulecxfcxfoutboundmessageprocessor message payload type postmethod error put aside doesnt make sense seems like easy way generate soap envelopes datamapper feature like consumer create valid envelope operation takes parameters envelope generation depends datamapper drop consumer box canvas datamapper one natural developer think flow right left shouldnt consumer capable auto generating envelope least requires parameters,5
MULE-7328,cant use consumer message properties,consider attached configuration trying receive zip http query param use zip invoke weather web service impossible unless use message property create map payload use datamapper create invocation body forced create completely artificial setpayload datamapper message processors something simple asking weather zip number shouldt write soap body either two options defeat purpose component able pass wsconsumer whatever attributes invocation takes able construct body,8
MULE-7329,number jms consumers decreases reconnection,reconnection number jms consumers goes fact goes queueing message steps install attached muleconfigxml start activemq broker copy activemqalljar libuser binmule wait deployment activemq console verify consumers queue verify application works running curl seeing one message queued queue restart activemq broker wait console expected consumers queue actual consumers binmule expected consumers queue actual consumers ive tried setting numberofconsumers connector works way regression since works expected tried load application requests consumers number remains muleconfig,5
MULE-7331,jms inbound reconnect queue broker restart,restarting activemq jms inbound endpoint reconnect reproduce install attached muleconfigxml start activemq broker copy activemqalljar libuser binmule wait deployment verify application works running curl seeing one message queued queue restart activemq broker curl expected one message queued queue actual queue message besides one restarting,1
MULE-7335,transformer resolution typebasedtransformerresolver fails depending order transformers found,typebasedtransformerresolver uses registry lookup transformers compatible given transformation searches obtained list transformers looking best match execute transformation problem transformers ordered best match calculation fails obtain transformer two first transformers weight different implementation classes case best transformer third one wont found resolution fail previous ones,5
MULE-7336,avoid transformer lookup inside registry improve performance,transformer resolution inside muleregistryhelper implies two different lookup operations one transformerresolver another transformers lookup operations high cost imply prototype beans created search process performance improved particular avoiding high contention application classloader mentioned lookup executed,8
MULE-7338,new database message processor template tag accepting dynamicquery child element,steps reproduce execute followed mule config codexml xml version encodingutf mule xmlnsjdbcee xmlnscontext xmlnsdb xmlns xmlnsdoc xmlnsspring versionee xmlnsxsi xsischemalocation dbgenericconfig namemysqlgenericconfigusingds urljdbcmysqlstudiouserrootamppassword driverclassnamecommysqljdbcdriver docnamegeneric config dbtemplatequery nametemplatequery docnametemplate query dbdynamicquerycdataselect usersdbdynamicquery dbtemplatequery flow nameselectft docnameselectft logger levelinfo docnamelogger dbselect configrefmysqlgenericconfigusingds docnamedatabase dbtemplatequeryref nametemplatequery dbselect logger levelinfo docnamelogger flow mule code issue get followed saxparserexception code caused orgxmlsaxsaxparseexception cvccomplextypea invalid content found starting element dbdynamicquery one expected orgapachexercesutilerrorhandlerwrappercreatesaxparseexceptionunknown source orgapachexercesutilerrorhandlerwrappererrorunknown source orgapachexercesimplxmlerrorreporterreporterrorunknown source orgapachexercesimplxmlerrorreporterreporterrorunknown source orgapachexercesimplxmlerrorreporterreporterrorunknown source orgapachexercesimplxsxmlschemavalidatorxsierrorreporterreporterrorunknown source orgapachexercesimplxsxmlschemavalidatorreportschemaerrorunknown source orgapachexercesimplxsxmlschemavalidatorhandlestartelementunknown source orgapachexercesimplxsxmlschemavalidatorstartelementunknown source orgapachexercesimplxmlnsdocumentscannerimplscanstartelementunknown source orgapachexercesimplxmldocumentfragmentscannerimplfragmentcontentdispatcherdispatchunknown source orgapachexercesimplxmldocumentfragmentscannerimplscandocumentunknown source orgapachexercesparsersxmlconfigurationparseunknown source orgapachexercesparsersxmlconfigurationparseunknown source orgapachexercesparsersxmlparserparseunknown source orgapachexercesparsersdomparserparseunknown source orgapachexercesjaxpdocumentbuilderimplparseunknown source orgspringframeworkbeansfactoryxmldefaultdocumentloaderloaddocumentdefaultdocumentloaderjava orgspringframeworkbeansfactoryxmlxmlbeandefinitionreaderdoloadbeandefinitionsxmlbeandefinitionreaderjava code,1
MULE-7342,new database messsage processor rename dboutputparam dboutparam,consistent dbinparam output parameter named dboutparam studio already generating xml dboutparam,1
MULE-7343,fail expand properties using property placeholder shared domain,steps deploy application domain put domainproperties domain root dir binmule expected mule starts flow listens actual mule fails start invalid value port note put domainproperties file domain root directory domainclasses found,5
MULE-7346,new database message processor npe parsing queries templates,steps reproduce create run followed mule config codexml xml version encodingutf mule xmlns xmlnscontext xmlnsdb xmlns xmlnsdoc xmlnsspring versionee xmlnsxsi xsischemalocation dbmysqlconfig namemysqlconfigusingds host port userroot passwordmulemanishere databasestudio docnamemysql config dbtemplatequery nametemplatedelete docnametemplate query docdescriptionwith doc dbparameterizedquerycdatadelete customers customernamealfreds futterkiste contactnamemaria andersdbparameterizedquery dbinparam namemydeleteparmeter defaultvalueflowvarshola dbtemplatequery dbtemplatequery nametemplateselect docnametemplate query dbparameterizedquerycdataselect usersdbparameterizedquery dbinparam namemyparameter defaultvaluelala dbinparam namemyparameter defaultvaluepayloadparameter dbtemplatequery dbtemplatequery nametemplatestoreprocedure docnametemplate query dbparameterizedquerycdatause adventureworks exec spprocoption procname procedure name optionname startup optionvalue ondbparameterizedquery dbinparam namemyparameter defaultvaluestoreprocedure dbinparam namemyparameter defaultvaluestoreprocedure dbtemplatequery dbtemplatequery nametemplateupdate docnametemplate query dbdynamicquerycdataupdate customers set contactnamealfred schmidt cityhamburg customernamealfreds futterkistedbdynamicquery dbtemplatequery flow nameselectft docnameselectft logger levelinfo docnamelogger dbselect configrefmysqlconfigusingds docnamedatabase dbtemplatequeryref nametemplateselect dbinparam namemyparameter valuebla dbinparam namemyparameter valuemessagepayloadble dbselect logger levelinfo docnamelogger flow mule code issue running application get followed npe code info main orgmulemoduledbsqlexecutorparsersimplesqlcommandparser parsing sql delete customers customernamealfreds futterkiste contactnamemaria anders info main orgmulemoduledbsqlexecutorparsersimplesqlcommandparser parsing sql select users info main orgmulemoduledbsqlexecutorparsersimplesqlcommandparser parsing sql use adventureworks exec spprocoption procname procedure name optionname startup optionvalue error main orgmulemodulelauncherapplicationdefaultmuleapplication null javalangnullpointerexception orgmulemoduledbconfigcommanddefinitionbeandefinitionparserparsesqlreferencecommanddefinitionbeandefinitionparserjava orgmulemoduledbconfigcommanddefinitionbeandefinitionparserdoparsecommanddefinitionbeandefinitionparserjava orgmuleconfigspringparsersabstractmulebeandefinitionparserparseinternalabstractmulebeandefinitionparserjava orgspringframeworkbeansfactoryxmlabstractbeandefinitionparserparseabstractbeandefinitionparserjava orgspringframeworkbeansfactoryxmlnamespacehandlersupportparsenamespacehandlersupportjava orgmuleconfigspringmulehierarchicalbeandefinitionparserdelegateparsecustomelementmulehierarchicalbeandefinitionparserdelegatejava orgmuleconfigspringmulehierarchicalbeandefinitionparserdelegateparsecustomelementmulehierarchicalbeandefinitionparserdelegatejava orgspringframeworkbeansfactoryxmlbeandefinitionparserdelegateparsecustomelementbeandefinitionparserdelegatejava orgspringframeworkbeansfactoryxmldefaultbeandefinitiondocumentreaderparsebeandefinitionsdefaultbeandefinitiondocumentreaderjava orgmuleconfigspringmulebeandefinitiondocumentreaderparsebeandefinitionsmulebeandefinitiondocumentreaderjava orgspringframeworkbeansfactoryxmldefaultbeandefinitiondocumentreaderdoregisterbeandefinitionsdefaultbeandefinitiondocumentreaderjava orgspringframeworkbeansfactoryxmldefaultbeandefinitiondocumentreaderregisterbeandefinitionsdefaultbeandefinitiondocumentreaderjava orgspringframeworkbeansfactoryxmlxmlbeandefinitionreaderregisterbeandefinitionsxmlbeandefinitionreaderjava orgspringframeworkbeansfactoryxmlxmlbeandefinitionreaderdoloadbeandefinitionsxmlbeandefinitionreaderjava orgspringframeworkbeansfactoryxmlxmlbeandefinitionreaderloadbeandefinitionsxmlbeandefinitionreaderjava orgspringframeworkbeansfactoryxmlxmlbeandefinitionreaderloadbeandefinitionsxmlbeandefinitionreaderjava orgspringframeworkbeansfactorysupportabstractbeandefinitionreaderloadbeandefinitionsabstractbeandefinitionreaderjava orgmuleconfigspringmuleartifactcontextloadbeandefinitionsmuleartifactcontextjava orgspringframeworkcontextsupportabstractrefreshableapplicationcontextrefreshbeanfactoryabstractrefreshableapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextobtainfreshbeanfactoryabstractapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextrefreshabstractapplicationcontextjava orgmuleconfigspringspringregistrydoinitialisespringregistryjava orgmuleregistryabstractregistryinitialiseabstractregistryjava orgmuleconfigspringspringxmlconfigurationbuildercreatespringregistryspringxmlconfigurationbuilderjava orgmuleconfigspringspringxmlconfigurationbuilderdoconfigurespringxmlconfigurationbuilderjava orgmuleconfigbuildersabstractconfigurationbuilderconfigureabstractconfigurationbuilderjava orgmuleconfigbuildersabstractresourceconfigurationbuilderconfigureabstractresourceconfigurationbuilderjava orgmuleconfigbuildersautoconfigurationbuilderautoconfigureautoconfigurationbuilderjava orgmuleconfigbuildersautoconfigurationbuilderdoconfigureautoconfigurationbuilderjava orgmuleconfigbuildersabstractconfigurationbuilderconfigureabstractconfigurationbuilderjava orgmuleconfigbuildersabstractresourceconfigurationbuilderconfigureabstractresourceconfigurationbuilderjava orgmulecontextdefaultmulecontextfactorycreatemulecontextdefaultmulecontextfactoryjava orgmulemodulelauncherapplicationdefaultmuleapplicationinitdefaultmuleapplicationjava orgmulemodulelauncherartifactartifactwrapperexecuteartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperexecutewithinartifactclassloaderartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperinitartifactwrapperjava orgmulemodulelauncherdefaultartifactdeployerdeploydefaultartifactdeployerjava orgmuletoolingserverapplicationapplicationdeployermainapplicationdeployerjava code,1
MULE-7347,cxf proxyservice automatically recognise port service,proxyservice receives information wsdllocation namespace service receive port name information automatically retrieved wsdl happens even service one port attached project see specify port works fine dont use property receive following stacktrace code error main orgmulemodulelauncherapplicationdefaultmuleapplication null javanetconnectexception connection refused javanetplainsocketimplsocketconnectnative method javanetabstractplainsocketimpldoconnectabstractplainsocketimpljava javanetabstractplainsocketimplconnecttoaddressabstractplainsocketimpljava javanetabstractplainsocketimplconnectabstractplainsocketimpljava javanetsockssocketimplconnectsockssocketimpljava javanetsocketconnectsocketjava javanetsocketconnectsocketjava sunnetnetworkclientdoconnectnetworkclientjava sunnetwww sunnetwww sunnetwww sunnetwww sunnetwww sunnetwwwprotocol sunnetwwwprotocol sunnetwwwprotocol sunnetwwwprotocol orgapachexercesimplxmlentitymanagersetupcurrententityunknown source orgapachexercesimplxmlversiondetectordeterminedocversionunknown source orgapachexercesparsersxmlconfigurationparseunknown source orgapachexercesparsersxmlconfigurationparseunknown source orgapachexercesparsersxmlparserparseunknown source orgapachexercesparsersdomparserparseunknown source orgapachexercesjaxpdocumentbuilderimplparseunknown source comibmwsdlxmlwsdlreaderimplgetdocumentunknown source comibmwsdlxmlwsdlreaderimplreadwsdlunknown source comibmwsdlxmlwsdlreaderimplreadwsdlunknown source orgapachecxfwsdlwsdlmanagerimplloaddefinitionwsdlmanagerimpljava orgapachecxfwsdlwsdlmanagerimplgetdefinitionwsdlmanagerimpljava orgmulemodulecxfsupportproxyserviceconfigurationgetendpointnameproxyserviceconfigurationjava orgapachecxfservicefactoryreflectionservicefactorybeangetendpointnamereflectionservicefactorybeanjava orgapachecxfservicefactoryreflectionservicefactorybeangetendpointnamereflectionservicefactorybeanjava orgmulemodulecxfbuilderabstractinboundmessageprocessorbuilderbuildabstractinboundmessageprocessorbuilderjava orgmulemodulecxfbuilderabstractinboundmessageprocessorbuilderbuildabstractinboundmessageprocessorbuilderjava orgmulemodulecxfconfigflowconfiguringmessageprocessorinitialiseflowconfiguringmessageprocessorjava orgmuleprocessorchainabstractmessageprocessorchaininitialiseabstractmessageprocessorchainjava orgmuleconstructabstractflowconstructinitialiseifinitialisableabstractflowconstructjava orgmuleconstructabstractpipelinedoinitialiseabstractpipelinejava orgmuleconstructabstractflowconstructontransitionabstractflowconstructjava orgmuleconstructabstractflowconstructontransitionabstractflowconstructjava orgmulelifecycleabstractlifecyclemanagerinvokephaseabstractlifecyclemanagerjava orgmuleconstructflowconstructlifecyclemanagerfireinitialisephaseflowconstructlifecyclemanagerjava orgmuleconstructabstractflowconstructinitialiseabstractflowconstructjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinvokecustominitmethodabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinvokeinitmethodsabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinitializebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetobjectabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultsingletonbeanregistrygetsingletondefaultsingletonbeanregistryjava orgspringframeworkbeansfactorysupportabstractbeanfactorydogetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorypreinstantiatesingletonsdefaultlistablebeanfactoryjava orgspringframeworkcontextsupportabstractapplicationcontextfinishbeanfactoryinitializationabstractapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextrefreshabstractapplicationcontextjava orgmuleconfigspringspringregistrydoinitialisespringregistryjava orgmuleregistryabstractregistryinitialiseabstractregistryjava orgmuleconfigspringspringxmlconfigurationbuildercreatespringregistryspringxmlconfigurationbuilderjava orgmuleconfigspringspringxmlconfigurationbuilderdoconfigurespringxmlconfigurationbuilderjava orgmuleconfigbuildersabstractconfigurationbuilderconfigureabstractconfigurationbuilderjava orgmuleconfigbuildersabstractresourceconfigurationbuilderconfigureabstractresourceconfigurationbuilderjava orgmuleconfigbuildersautoconfigurationbuilderautoconfigureautoconfigurationbuilderjava orgmuleconfigbuildersautoconfigurationbuilderdoconfigureautoconfigurationbuilderjava orgmuleconfigbuildersabstractconfigurationbuilderconfigureabstractconfigurationbuilderjava orgmuleconfigbuildersabstractresourceconfigurationbuilderconfigureabstractresourceconfigurationbuilderjava orgmulecontextdefaultmulecontextfactorycreatemulecontextdefaultmulecontextfactoryjava orgmulemodulelauncherapplicationdefaultmuleapplicationinitdefaultmuleapplicationjava orgmulemodulelauncherartifactartifactwrapperexecuteartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperexecutewithinartifactclassloaderartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperinitartifactwrapperjava orgmulemodulelauncherdefaultartifactdeployerdeploydefaultartifactdeployerjava orgmuletoolingserverapplicationapplicationdeployermainapplicationdeployerjava info main orgmulemodulelauncherapplicationdefaultmuleapplication app withoutport never started nothing dispose exception thread main orgmulemodulelauncherdeploymentinitexception connectexception connection refused orgmulemodulelauncherapplicationdefaultmuleapplicationinitdefaultmuleapplicationjava orgmulemodulelauncherartifactartifactwrapperexecuteartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperexecutewithinartifactclassloaderartifactwrapperjava orgmulemodulelauncherartifactartifactwrapperinitartifactwrapperjava orgmulemodulelauncherdefaultartifactdeployerdeploydefaultartifactdeployerjava orgmuletoolingserverapplicationapplicationdeployermainapplicationdeployerjava code bug depends api using example use one net based api port automatically detected specified,8
MULE-7348,fix echotestcase,flaky test example problem seems needs use dynamic port,3
MULE-7351,new database date type currently mapped pojo causing error datasense fetch studio,date type currently mapped pojo causing error datasense fetch studio whenever one columns selected type error shown screenshot attached,5
MULE-7352,watermark fail start update expression expression,doesnt make sense watermakr use case constants update expressions thus user warn application start error occurs right watermark evaluates expression constant resulting useless watermark values,1
MULE-7353,cannot share cachingconnectionfactory,far cannot share cachingconnectionfactory,5
MULE-7354,selector watermark thread safe,using watermark selector selector instance reused across invocations means two polls executed concurrently values would overwritten right non issue watermark runs synchronous flows however makes affects code reusability potentially break decide support async watermark cloudhub centralised scheduler decides fire concurrently different tenants,2
MULE-7361,requestcontextgetevent returns null inside poll,flow poll message source requestcontext set event poll listener executed inside poll theres depending requestcontext fails npe,1
MULE-7362,allow mel expressions safely access nested null properties,consider object property expresion abc fail null mvel enhanced include null safe get flag would make expression return null change mule set mode operation,2
MULE-7363,new database defaultvalue named parameter sql template default null,defaultvalue named parameter sql template default null user need specify xml studio,2
MULE-7364,new database add attribute specify additional parameters appended jdbc connection,use case connecting mysql database required connection attribute datasense work correctly generatesimpleparametermetadatatrue surfaced within studio advanced tab indicated studio however happen xyzconfig database element,3
MULE-7365,fix mtomclienttestcase,flaky test,3
MULE-7366,mule logs switch debug level application uses salesforce connector,deploying application using salesforce connector logging level downgraded debug also logging goes console file generated app logs folder app running studio doesnt show behavior issue greatly affects performance readability logs,8
MULE-7367,clean pom files support faster build cycles,follow build cycle running tests increasingly time steps order improve build times refactor poms features disabled needed settle standarize following switches dskipverifications disable running style checkers licence checkers enforcer plugin dskipintegrationtests disable integration tests dskiparchetypetests skip archetype tests require archetypes already installed running unit functional tests modified yet use custom surefire plugin,8
MULE-7368,soapaction header set consumer soap web services,web service consumer component adding soap action header consuming soap web service example consume getweatherinformation operation weathersoap port soap action header sent everything works consume operation weathersoap port server returns error indicating soap action header invalid,3
MULE-7369,new database include generatesimpleparametermetadata mysql connection attribute default,note temporary solution mule fixed include generatesimpleparametermetadatatrue default mysql connections datasense purposes,2
MULE-7373,devkit intercepting message processors fail last element chain,intercepting message processor last chain listener null abstractlisteningmessageprocessor base class intercepting message processors created devkit assumes always receive nonnull listener fails npe process methods attempt call method process listener reproduced putting devkit intercepting component last element flow scope unit testing level dont set listener try use sourcecallback methods,1
MULE-7374,serviceaddress attribute required consumer,serviceaddress attribute required currently set exception error message clear thrown,1
MULE-7376,nullpointerexception initialising body,trying consume login operation attached npe found consumer initialised,5
MULE-7377,consumer ignores imports wsdl,trying consume login operation operation relies array type defined import consumer fails detect operation parameters ignores import thus cannot resolve type,5
MULE-7380,expiration doesnt work object store,simple test reproduce expiration policies dont work object store code final string tokenlautaro lautaro objectstoremanager osmanager mulecontextgetobjectstoremanager objectstoreboolean store osmanagergetobjectstorerefreshtokenstore false storestoretokenlautaro true threadsleep storecontainstokenlautaro returns true false code expected behavior last line return false returns true,1
MULE-7382,refreshtokenmanagers objectstore expiring entries,refreshtokenmanager expirable object store make sure access token refreshed one time lapse one minute store expire entries one minute,3
MULE-7383,logging message reception written domain log instead app log sharing http connector,http endpoint receives request logged application log logged domain log,3
MULE-7384,stopping application shares http connector makes application endpoint stop,deploy two applications domain start mule curl curl returns expected mulehomeappsappanchortxt wait app get undeployed error curl fails connect,3
MULE-7386,shared connector mbean appears application mbean domain one,currently mbean domains one shared resources individual domain application,5
MULE-7387,add methods handle schedulers subflows functionaltestcase,need add methods manually stop schedules run scheduler demand get sub flow get schedulers,1
MULE-7390,xslt transformer vulnerable xxe,current implementation xslt transformer vulnerable following threat currently way prevent since would require set property javaxxmlstreamissupportingexternalentities false xmlinputfactory currently property set xml factory set attribute transformer usestaxsource parameter false default xml factory ignored attribute cant set right need disable xxe default add attribute allows needed keep backwards compatibility steps reproduce run attached configuration post following xml endpoint doctype spidoctype entity spientityref system fileetcpasswd root elemspientityrefelem something root inspect content output log show content etcpasswd file dont change file filesystem,5
MULE-7391,simplify stored procedure results processing,current stored procedure message processor returns iterator statements results resultset output params etc reason dont know advance many results going obtain statement many cannot maintain multiple open resultsets makes unable process resultsets streaming mode problem makes complex process result streaming onoff modes proposed improvement return different results depending whether streaming enabled streaming false maps results resultset resultset resultset list maps updatecount updatecount integer output parameter name parameter value result value param map resultset resultset updatecount updatecount streaming true iterator results resultset resultset resultset iterator maps updatecount updatecount integer output parameter name parameter value result value param iteratornext resultset iteratornext updatecount change loose consistency result changes depending value attribute gain simplicity use normal case,5
MULE-7394,mule commons sources javadoc arent deployed maven repo,mule commons sources javadoc arent deployed maven repo maven command add sourcesjar javadocjar important since connector developer may use classes inside jars javadoc sources must usability,1
MULE-7395,add migration guide distribution,add migration guide distribution,1
MULE-7396,cache provide streamcloser mulecontext,mulecontext method getstreamcloserstreamcloser easy get easy way cache,1
MULE-7398,webservice consumer distinguish services,according wsdl spec version mandates use soapaction header version removes use consumer effectively assumes service type attempts set soapaction header upset service type may return error like server recognize value http header soapaction try consume service example using request versions fail way address cxf proxy client make sure soapaction present outgoing request,5
MULE-7401,include security model used mule container startup console,part changes made included creating way definning security model used problem theres feedback use security model except side effects derived make mule container display security model used starting,2
MULE-7402,fixed unused undeclared dependencies maven,running mvn dependencyanalyze shows lot warnings due unused dependencies transitive dependencies used directly undeclared fix project descriptors modules include needed dependencies remove unused ones,8
MULE-7404,reduce number distributions,mule builds following distributions debpackage embedded profiler scripting standalone standalonelight studio remove distributions debpackage profiler scripting verify embedded removed replaced requiring people use maven verify standalonelight removed standalone without source code change standalone distribution skip source code publish source code artifact information ides verify studio distribution removed,5
MULE-7406,new database streaming useless statement fetch size configured,streaming mode intended avoid outofmemory exceptions processing big resultsets idea return iterator result query user request records demand statements fetchsize attribute indicates size chunk records returned database round trip example fetchsize resultset records imply chunks records problem fetchsize configured properly resultset wont paged completely loaded memory making streaming useless,2
MULE-7407,modify readme file maven generated mule app using appkit,creating new mule application using appkit readme generated outdated please modify readme according document,1
MULE-7408,stagename generation decoupled flow,right flow responsible generating stage names resources leave pipeline makes imposible components relying names async exists flowconstruct instance flow refactored types flowconstruct contain async block,3
MULE-7411,sxc filter router fails due uninitialised transformer,due fix mule xmltoxmlstreamreader initialisable sxcfilteringoutboundrouter using instance transformer without invoking initialise method causes fail sxcfilteringoutboundrouter properly initialise transformer,1
MULE-7412,echo example fails start find muleappproperties,reproduce copy echo example zip app distribution app directory run binmule see error log,3
MULE-7413,bulk mode insertupdatedelete message processors accept collection payloads,bulkmodetrue payload collection insertupdatedelete message processors resolving queries using default values query definition causes execution query null parameter values message processors accept collections payloadsource,2
MULE-7414,use mvel dynamic optimizer evaluate mel expressions,need fix concurrency bug fix bug asm optimizer assigning new map entries blocked,5
MULE-7416,insert bulk mode set true return correct metadata,new component returning correct datasense metadata using insert operation bulk mode set true example insert table valuespayloadid payloadname bulk true expected metadata listid name today returning name,2
