issuekey,title,description,storypoint
XD-1185,add redisconnectionfactory connection pool,need add connection pool redis connection factory used transport otherwise well see exceptions like error inboundtictocredisqueueinboundchanneladapter inboundredisqueuemessagedrivenendpoint failed execute listening task attempt resubmit milliseconds orgspringframeworkdataredisredissystemexception redis exception nested exception comlambdaworksredisredisexception unable connect orgspringframeworkdataredisconnectionlettucelettuceexceptionconverterconvertlettuceexceptionconverterjava orgspringframeworkdataredisconnectionlettucelettuceexceptionconverterconvertlettuceexceptionconverterjava orgspringframeworkdataredisconnectionlettucelettuceconverterstodataaccessexceptionlettuceconvertersjava orgspringframeworkdataredisconnectionlettucelettuceconnectionconvertlettuceaccessexceptionlettuceconnectionjava orgspringframeworkdataredisconnectionlettucelettuceconnectionbrpoplettuceconnectionjava orgspringframeworkdatarediscoredefaultlistoperationsinredisdefaultlistoperationsjava orgspringframeworkdatarediscoreabstractoperationsvaluedeserializingrediscallbackdoinredisabstractoperationsjava orgspringframeworkdatarediscoreredistemplateexecuteredistemplatejava orgspringframeworkdatarediscoreredistemplateexecuteredistemplatejava orgspringframeworkdatarediscoreabstractoperationsexecuteabstractoperationsjava orgspringframeworkdatarediscoredefaultlistoperationsrightpopdefaultlistoperationsjava orgspringframeworkdatarediscoredefaultboundlistoperationsrightpopdefaultboundlistoperationsjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointpopmessageandsendredisqueuemessagedrivenendpointjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointaccessredisqueuemessagedrivenendpointjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointlistenertaskrunredisqueuemessagedrivenendpointjava javalangthreadrunthreadjava caused comlambdaworksredisredisexception unable connect comlambdaworksredisredisclientconnectredisclientjava comlambdaworksredisredisclientconnectasyncredisclientjava orgspringframeworkdataredisconnectionlettucelettuceconnectiongetasyncdedicatedconnectionlettuceconnectionjava orgspringframeworkdataredisconnectionlettucelettuceconnectiongetdedicatedconnectionlettuceconnectionjava orgspringframeworkdataredisconnectionlettucelettuceconnectionbrpoplettuceconnectionjava caused javanetbindexception cannot assign requested address sunniochnetconnectnative method sunniochnetconnectnetjava sunniochnetconnectnetjava sunniochsocketchannelimplconnectsocketchannelimpljava orgjbossnettychannelsocketnionioclientsocketpipelinesinkconnectnioclientsocketpipelinesinkjava orgjbossnettychannelsocketnionioclientsocketpipelinesinkeventsunknioclientsocketpipelinesinkjava orgjbossnettychannelchannelsconnectchannelsjava orgjbossnettychannelabstractchannelconnectabstractchanneljava comlambdaworksredisredisclientconnectredisclientjava,1
XD-1186,support use applicationyml fragments,since spring boot default looks property sources fileconfigapplicationyml fileapplicationyml bundles classpath startup scriptsadmin container singlenode startup scripts set use apphome apphomeconfig applicationyml fragment apphomeconfig considered classpath resource actual applicationyml dirt lib classpath loaded also need separate properties files inside apphomeconfig default boot uses config directory well,3
XD-1187,xdadmin server transport option,transport alias controltransport,3
XD-1188,add moduleoptions support rabbit sink,need add moduleoptions support rabbit sink,2
XD-1189,could override rabbit sink modules rabbit connection factory properties,currently rabbitmq sink modules connection properties could overridden xdconfighomeconfigpropertiesrabbitproperties even localoverride set true looks like amqptemplate used amqp outbound channel adapter doesnt use connection factory defined sink module,2
XD-1190,setup precedence order module properties property resolver,propertyresolver needs follow precedence order propertysources resolving module properties lowest highest order applicationyml applicaitonyml fragment property placeholders property placeholder shared config directory property placeholder modulesourcesinkprocessorconfig directory environment variables system properties command line,5
XD-1191,jdbc sink destroys existing table,jdbc sink deletes existing table creates single column payload one even properties file initializedatabasefalse,3
XD-1192,add documentation jdbc hdfs batch job,add docs section,2
XD-1194,commandline default values container admin options overridden,default values containeradmin options overridden system properties system environment currently default containeradmin options jmxenabled option since boolean never overridden sysenv property xdjmxenabled think need make sure default values assigned nonboolean containeradmin options handle boolean type option separately,2
XD-1195,add paging sorting field value counter api,see discussion,5
XD-1196,align filehdfs batch job defaults corresponding hdfs sink,batch jobs use different defaults compared sinksource modules filehdfs puts data data directory files named stream using log file extension hdfs sink puts files xdstreamname directory using txt default file extension filehdfs needs descriptive naming,5
XD-1197,job launch doesnt tab completion name,shell job launch doesnt completion name different behavior compared job destroy typing job destroy hitting tab completes name typing job launch hitting tab nothing,5
XD-1198,shell job parameters whitespace sensitive,works code job launch hellospringxd params mystringparameterfoobarsecondparamhello code fails code job launch hellospringxd params mystringparameterfoobar secondparamhello code notice space parameters fails code spring job launch hellospringxd params mystringparameterfoobar secondparamhello warn clientresttemplate put request resulted internal server error invoking error handler command failed orgspringframeworkxdrestclientimplspringxdexception orgspringframeworkintegrationmessagehandlingexception javalangillegalargumentexception unable convert provided json mapstring object code internally parameters parsed code mystringparameterfoobarsecondparamhello code curly brace missing,4
XD-1199,fix filejdbc batch job,filejdbc throws exception code javalangillegalargumentexception could resolve resource location pattern mycsvdircsv class path resource mycsvdir cannot resolved url exist code solved using file prefix maybe update docs,3
XD-1200,fix hdfsjdbc batch job,hdfsjdbc throws exception code orgspringframeworkbeansfactorybeandefinitionstoreexception invalid bean definition name itemreader defined url fileuserstrisbergprojectsspringxdbuilddistspringxdxdmodulesjobhdfsjdbcconfighdfsjdbcxml could resolve placeholder columns string value columns code hdfsjdbc job uses columns instead names parameter columnnames make usage consistent jobs comment docs also limitation database table must created manually due bug spring hadoop fixed future think solved spring hadoop initializedatabase default false consistent jdbc sink rename batchjdbcmongoimportproperties batchjdbcmongoproperties since arent import,5
XD-1201,create custom help command xdshell hadoopdistro option listed,xdshell using default springshell help command need create help command specific list hadoopdistro command line option note hadoopdistro command line option actually processed xdshell bash script,2
XD-1203,jobplugin use containskey checking parameters,use containskey checking parameters add tests,2
XD-1204,update jdbchdfs properties defaults better match hdfs sink,use filename fileextension properties default xdjobname directory,3
XD-1205,add test filejdbc test scripts,filejdbc jobs isnt included test scripts,3
XD-1206,garbage job repo causes list failure,reason partitioned batch jobs storing stepexecutionss null causes jobcommandteststestliststepexecutionsforspecificjobexecution fail hateos code asserts null code error restrestcontrolleradvice caught exception handling request javalangillegalargumentexception assertion failed argument required must null orgspringframeworkutilassertnotnullassertjava orgspringframeworkutilassertnotnullassertjava orgspringframeworkhateoasmvcresourceassemblersupportcreateresourcewithidresourceassemblersupportjava orgspringframeworkxddirtreststepexecutioninforesourceassemblertoresourcestepexecutioninforesourceassemblerjava orgspringframeworkxddirtrestbatchstepexecutionscontrollerlistbatchstepexecutionscontrollerjava code reason query objects jobexecutionid also returned two objects null keys blowing away data directory fixes problem run another partitioned batch job need figure spring batch creating bad records probably add defensive code protect null ids reproduce building branch,1
XD-1209,add support xdconfig environment variable windows shell scripts,added bash scripts part,4
XD-1210,shell makeunique job parameter true default,currently shell assumes makeuniquejob parameter default false true consequence parameter currently impactdoes work,2
XD-1211,update hadoop instructions xdsamples,batchhashtagcount batchwordcount projects need hadoop instructions need updated,1
XD-1212,boot updates post,boot classes compile changed replaced,3
XD-1213,allow conditional validation module options,using jsr groups derived injected values,4
XD-1214,make job names unique across tests use jobrepository,job names used tests unique across tests use jobrepository,3
XD-1215,distributed joblocator return valid job,distributed batch processing joblocator implementation getjobstring jobname return valid job flowjobsimplejob since wont relying mapjobregistrys joblocator implementation doesnt work distributed use case need appropriate way return flowjobsimplejob using xds batchjoblocator,5
XD-1217,twittersearch twitterstream support compatible formats,currently twitterstream emits native twitter json whereas twittersearch uses sispring social emits spring social tweet types makes difficult replace twitter sources reuse stream definitions requires coordination releases note think good idea continue support native twitter json keep option twitterstream default tweet types,5
XD-1218,base server implementation spring boot,server startup done using spring boot well starting module application context runtime,20
XD-1220,batch jobs use applicationyml provided connection default,batch jobs use applicationyml provided connection default configuration batchjdbcproperties config needs account changes made applicationyml settings data written batch metadata database default,5
XD-1221,modules build directory upon running gradle build,currently modules project marked java project enable eclipseidea metadata files generation generates build directory jar empty manifest file build directory also gets copied bundle dist,2
XD-1222,duplicate mbean server definition mbeanexportingplugin,mbeanserver referred adminlauncher jmx enabled setting jmxenabled option defined xdglobalbeansxml mbeans exposed modules also use mbeanserver define duplicate mbeanserver definition jmxcommonxml mbeanexportingplugin adds component module doesnt seem needed also currently flag jmxenabled generic used adminserverlauncher well module mbeanexportingplugin separate flag enable jmx modules separate definition mbeanserver could necessary,1
XD-1223,unitintegration tests need appropriate cleanup test data teardown,currently test dataeg stream name cleaned teardown especially test case failure breaks test suite test data used tests need move cleanup logic appropriate level test data always cleaned irrespective test result,5
XD-1224,add code coverage gradle build,build able generate code coverage reports quick tour intertubes seems jacoco well maintained project first class support inside gradle,3
XD-1225,integrate code coverage reports process,sure best done via sonar sonar build plan nightly one frequent one master open question want fail build code coverage levels,4
XD-1227,investigate long running tests create refactoring issues,shows current tests take time execute xddirtstream xdshellcommand time spent xddirtstream seems likely time reduced restarting new single node server per test sharing across tests rabbitsinglenodestreamdeploymentintegrationtests localsinglenodestreamdeploymentintegrationtests redissinglenodestreamdeploymentintegrationtests first pass test take longer seconds report investigated,6
XD-1228,provide easy prescriptive means perform unit basic stream integration tests,abstractsinglenodestreamdeploymentintegrationtests basis state art testing stream allows get reference input output channel stream http filter transform file one send messages channel http module filter one retrieve messages sent channel transform module file current implementation inside abstractsinglenodestreamdeploymentintegrationtests improved terms ease use endusers issue create simple way possible user test processing modulesstream definitions without actually real integration test sending data input module either separate issue part one documentation updated explicitly show use issues test functionality,8
XD-1229,create build infrastructure angular based,create project includes build test automation new angular based work independent calling build step gradle super minimal basic code required use grunt jasmine karma bower yuidoc separate story components backbone available base project,8
XD-1230,integrate grunt based build xds gradle build,blog post seems definitive reference,5
XD-1237,add option stop running instances match given naming pattern,functionality added command line option main app springxdec project,4
XD-1238,add acceptance test build plan stage stops existing deployments,add stage plan stop instances process may started relaunch node install based rabbit created empty shell running across different transports handled separate story along adding stage run hello world acceptance test,8
XD-1239,add stage acceptance test build plan runs basic acceptance test application singlenode deployment,run test application developed,2
XD-1240,add acceptance test build plan stage uses distributed mode rabbit,see stages comprised one jobs run parallel would like tests across rabbit redis transport occur parallel,8
XD-1241,add acceptance test job stage uses distributed mode redis,see stages comprised one jobs run parallel would like tests across rabbit redis transport occur parallel,8
XD-1242,optimize deployment xdadmin multiple nodes springxdec occur parallel,deployment nodes sequential reduce time deploy cluster greatly tasks execute parallel,6
XD-1243,create app shutdown cluster,application shutdown servers specific name application take clustername parameter generate artifact state success failure,5
XD-1244,create plan deployment,use cleanup app stop previous runs build xdec deployer github use xdec deployer deploy xdinstance produce artifact contains url admin server cluster container servers cluster,8
XD-1245,develop basic acceptance test application exercise based xdec deployment,create first pass acceptance test app stream definition http log involve creating two new projects springxdintegrationtest springxdacceptancetests contain generally useful utility methods acceptance test sending data http obtaining asserting jmx values specific modules contain tests use test various box modules provides,5
XD-1246,able run tests without conflicting existing admin serverlauncher,line address cases tests fail existing instance hsqldb running since hsqldb uses port database causes issues,3
XD-1247,remove redisstreamdeploymentintegrationtests rabbitstreamdeploymentintegrationtests,duplicates singlenodedeploymentintegrationtests,1
XD-1248,merge abstractstreamdeploymentintegrationtests abstractsinglenodestreamdeploymentintegrationtests,need two base classes,2
XD-1249,abstractshellintegrationtests start stop server,make application static check initialization need ensure test restores initial state server,5
XD-1250,investigate rabbitsinglenodestreamdeploymentintegrationtests performance,test slow redis version lots stacktraces running could related,5
XD-1251,accesscontrolalloworigin header hardcoded,see also reference,4
XD-1252,allow processor script variables passed module parameters,currently want bind values script variables need put properties file like stream create name groovyprocessortest definition http port script locationcustomprocessorgroovy propertieslocationcustomprocessorproperties log ideally stream create name groovyprocessortest definition http port script locationcustomprocessorgroovy foobar bazboo log,5
XD-1253,rabbitmessagebus queue name prefix,see topicsexchanges created redisrabbit message buses prefix topic reason didnt prefix queue name queue created rabbit message bus compared queue created redis message bus prefix queue,1
XD-1254,optimize abstractsinglenodestreamdeploymentintegrationtests,singlenode currenly initialized beforeclass case must reinitialized transport test,2
XD-1255,create assertion get count messages processed specific module stream,modules exposed via jmx turn exposed http via jolokia see issue develop helper method given stream andor module name assert number messages processed sending stimulus messages expected int originalcount getcountteststream file stuff generates messages assertcountteststream file originalcount assume know location modules located assuming one container deployed,5
XD-1256,running service,useful configure operating system start spring automatically boot example linux would great spring distro contains initd script run service typical initd script gets executed arguments start stop restart pause etc order initd script started stopped init startup shutdown script needs handle least start stop arguments,2
XD-1261,support default values options derived placeholders,logic found defaultmoduleoptionsmetadatacollector caused problems initial revisit needed,4
XD-1262,provide clean way get reference messagebus running singlenodeapplication,currently message bus obtained via modulegetcomponentmessagebusclass stream testing scenarios depend sending receiving payloads via named channels require deployed module instance per stream flow control uses messagebus directly getting deployed module instance general expensive wait module deploy asynchronously whereas messagebus implementation could known priori application starts improvement would ask container messagebus,3
XD-1264,update latest spring amqp,rabbit endpoint suffers problem similar seems like springrabbitamqp needs bumped fix sadly get error noformat javalangnosuchmethoderror orgspringframeworkamqpcoremessagepropertiesgetcontentlengthj orgspringframeworkintegrationamqpsupportdefaultamqpheadermapperextractstandardheadersdefaultamqpheadermapperjava orgspringframeworkintegrationamqpsupportdefaultamqpheadermapperextractstandardheadersdefaultamqpheadermapperjava orgspringframeworkintegrationmappingabstractheadermappertoheadersabstractheadermapperjava orgspringframeworkintegrationmappingabstractheadermappertoheadersfromrequestabstractheadermapperjava orgspringframeworkintegrationamqpinboundamqpinboundchanneladapteronmessageamqpinboundchanneladapterjava orgspringframeworkamqprabbitlistenerabstractmessagelistenercontainerdoinvokelistenerabstractmessagelistenercontainerjava orgspringframeworkamqprabbitlistenerabstractmessagelistenercontainerinvokelistenerabstractmessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontaineraccesssimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontainerinvokelistenersimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontainerinvokelistenersimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenerabstractmessagelistenercontainerexecutelistenerabstractmessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontainerdoreceiveandexecutesimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontainerreceiveandexecutesimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontaineraccesssimplemessagelistenercontainerjava orgspringframeworkamqprabbitlistenersimplemessagelistenercontainerasyncmessageprocessingconsumerrunsimplemessagelistenercontainerjava javalangthreadrunthreadjava noformat updating latest snapshot help jan,4
XD-1265,surface better exception information client,trying upgrade latest encountered failing test expects error message contain something changes make disappear problem exception explicit message expose cause message anymore however manifest deeper problem currently expose getmessage generic exception caught vnderror rest construct enough things consider adding whole stacktrace caught exception string good leaks java specific details unwrap caught exception get deepest cause may want everytime construct vnderrors note made layered exception similar using stacktrace messages cause etc,7
XD-1269,investigate remove explicit thread sleep abstractsinglenodestreamdeploymentintegrationtests,explicit threadsleep calls deploy test methods abstractsinglenodestreamdeploymentintegrationtests also test method deployandundeploy doesnt explicit threadsleep fails inconsistently error javalangassertionerror stream test undeployed orgjunitassertfailassertjava orgjunitassertasserttrueassertjava orgspringframeworkxddirtstreamabstractsinglenodestreamdeploymentintegrationtestswaitforundeployabstractsinglenodestreamdeploymentintegrationtestsjava orgspringframeworkxddirtstreamabstractsinglenodestreamdeploymentintegrationtestsdeployandundeployabstractsinglenodestreamdeploymentintegrationtestsjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgjunitrunnersmodelframeworkmethodrunreflectivecallframeworkmethodjava orgjunitinternalrunnersmodelreflectivecallablerunreflectivecallablejava orgjunitrunnersmodelframeworkmethodinvokeexplosivelyframeworkmethodjava orgjunitinternalrunnersstatementsinvokemethodevaluateinvokemethodjava orgjunitinternalrunnersstatementsrunaftersevaluaterunaftersjava orgjunitrunnersparentrunnerrunleafparentrunnerjava orgjunitrunnersblockjunitclassrunnerrunchildblockjunitclassrunnerjava orgjunitrunnersblockjunitclassrunnerrunchildblockjunitclassrunnerjava orgjunitrunnersparentrunnerrunparentrunnerjava orgjunitrunnersparentrunnerscheduleparentrunnerjava orgjunitrunnersparentrunnerrunchildrenparentrunnerjava orgjunitrunnersparentrunneraccessparentrunnerjava orgjunitrunnersparentrunnerevaluateparentrunnerjava orgjunitinternalrunnersstatementsrunbeforesevaluaterunbeforesjava orgjunitinternalrunnersstatementsrunaftersevaluaterunaftersjava orgspringframeworkxdtestabstractexternalresourcetestsupportevaluateabstractexternalresourcetestsupportjava orgjunitrulesexternalresourceevaluateexternalresourcejava orgjunitrulesexternalresourceevaluateexternalresourcejava orgjunitrulesrunrulesevaluaterunrulesjava orgjunitrunnersparentrunnerrunparentrunnerjava orggradleapiinternaltaskstestingjunitjunittestclassexecuterruntestclassjunittestclassexecuterjava orggradleapiinternaltaskstestingjunitjunittestclassexecuterexecutejunittestclassexecuterjava orggradleapiinternaltaskstestingjunitjunittestclassprocessorprocesstestclassjunittestclassprocessorjava orggradleapiinternaltaskstestingsuitetestclassprocessorprocesstestclasssuitetestclassprocessorjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orggradlemessagingdispatchreflectiondispatchdispatchreflectiondispatchjava orggradlemessagingdispatchreflectiondispatchdispatchreflectiondispatchjava orggradlemessagingdispatchcontextclassloaderdispatchdispatchcontextclassloaderdispatchjava orggradlemessagingdispatchproxydispatchadapterdispatchinginvocationhandlerinvokeproxydispatchadapterjava comsunproxyproxyprocesstestclassunknown source orggradleapiinternaltaskstestingworkertestworkerprocesstestclasstestworkerjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orggradlemessagingdispatchreflectiondispatchdispatchreflectiondispatchjava orggradlemessagingdispatchreflectiondispatchdispatchreflectiondispatchjava orggradlemessagingremoteinternalhubmessagehubhandlerrunmessagehubjava orggradleinternalconcurrentdefaultexecutorfactorystoppableexecutorimplrundefaultexecutorfactoryjava javautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava,3
XD-1270,add states deployment stream,improve state stream managed deploy command moves stream undeployed state deploying state modules stream successfully deployed stream state deployed one module deployments failed stream state failed modules successfully deployed still running sending undeploy command stop modules stream return stream undeployed state individual modules failed able find ones failed yet sure try redeploy parts stream failed see design doc details story points issue total story points subtasks,20
XD-1271,investigate missing boots actuator endpoints,currently boots actuator endpoints missing endpointhandler mapping beansendpoint dumpendpoint traceendpoint healthendpoint infoendpoint also endpointhandler mapping doesnt even happen case launcherapplication think launcherapplication context starts port tomcatembeddedservletcontainer sets local port later port endpointhandler mapping disabled endpointhandler mapping bean creation,3
XD-1272,remove job options handled module level shell,since makeunique dateformat numberformat module options nicely advertised options job benefit code completion soon removed shell currently allow misconfiguration set job shell level,4
XD-1273,use labelled modules taps needs explanation,mentions explanation needs elaboration example mystream http flibble transform expressionpayloadtouppercase file tapstreammystreamflibble transform expressionpayloadreplacealla log,1
XD-1276,box batch jobs add xdjobexecutionlistener xdstepexecutionlistener,show best practice batch jobs include listeners notifications sent particular desirable jobs file item readers send files processed another stream sent file name job completes movedelete file,8
XD-1277,default option values broken composed modules,may want fix properly tackling module options composed modules currently broken wasnt point module compose upperhttp definition http transform expressionpayloadtouppercase stream create foo definition upperhttp log fail saying port cant resolved work though module compose upperhttp definition http port transform expressionpayloadtouppercase stream create foo definition upperhttp log note stream create foo definition upperhttp portxxx log work wut wont thats another bug create one,4
XD-1278,rename avro sink hdfsdataset add support parquet format,kite sdk used write avro records kite specific format also support parquet format eventually support,2
XD-1280,jmx endpoints functioning,cannot access jmxjolokia endpoints using spring boot snapshot works xdm bootm,3
XD-1281,create better instead boots default whitelabel error page,create better instead boots default whitelabel error page,6
XD-1282,add caching moduleoptionsmetadataresolver,likely involve module identity typename part optionsmetadata identitycache key,5
XD-1283,allow latebinding module options defaults,computing value support expressions xdstreamname default initial discussion suggested leverage work done custom latevalue deploytimevalue etc resolved deployment time,4
XD-1284,support shell completions closed set values stream definitions,dsl completion stream definition module option accepts value closed set possible values booleans enums provide completions,8
XD-1285,support shell completions module names,see completionproviderteststestunfinishedmodulenameshouldreturncompletions ideally would require change parser knows kind module expected failed,4
XD-1286,use dedicated modules code completion fingerprinting,see discussion,6
XD-1287,tap definitions verify stream name,xdstream create name simple definition http transform filter transform file created new stream simple xdstream create name tapsimple definition tapstreammystreamtransform file created new stream tapsimple isnt stream named mystream dont remember want allow set taps stream error otherwise works expected xdstream create name tapsimple definition tapstreamsimpletransform file command failed orgspringframeworkxdrestclientimplspringxdexception xdepos reference transform unique target stream http transform filter transform file please label relevant module use label use suffix index indicate occurrence module transform tapsimpletransform,4
XD-1289,use descriptive texts module options defaults,need way tell user option determined runtimelate bindings module info command references xdstreamname could read use stream name example,4
XD-1290,module context propertyplaceholderautoconfiguration allownulls true,current configuration prevents modules default values evaluate null workaround either module ppc allows nulls rid placeholders foo,4
XD-1291,handle container shutdown gracefully,currently moduledeployer disposable bean container context closed moduledeployer bean destroyed along associated common context deployed modules issue arises connectionfactory bean associated deployed modules message bus bindings destroyed moduledeployer bean exception stacktrace least case redis messagebus saying connection closed adding smartlifecycle support moduledeployer make sure beans destroyed lifecycle processors stop method singletonbeans destroyed stacktrace using redis messagebus orgspringframeworkdataredisredissystemexception redis exception nested exception comlambdaworksredisredisexception connection closed orgspringframeworkdataredisconnectionlettucelettuceexceptionconverterconvertlettuceexceptionconverterjava orgspringframeworkdataredisconnectionlettucelettuceexceptionconverterconvertlettuceexceptionconverterjava orgspringframeworkdataredisconnectionlettucelettuceconverterstodataaccessexceptionlettuceconvertersjava orgspringframeworkdataredisconnectionlettucelettuceconnectionconvertlettuceaccessexceptionlettuceconnectionjava orgspringframeworkdataredisconnectionlettucelettuceconnectionbrpoplettuceconnectionjava orgspringframeworkdatarediscoredefaultlistoperationsinredisdefaultlistoperationsjava orgspringframeworkdatarediscoreabstractoperationsvaluedeserializingrediscallbackdoinredisabstractoperationsjava orgspringframeworkdatarediscoreredistemplateexecuteredistemplatejava orgspringframeworkdatarediscoreredistemplateexecuteredistemplatejava orgspringframeworkdatarediscoreabstractoperationsexecuteabstractoperationsjava orgspringframeworkdatarediscoredefaultlistoperationsrightpopdefaultlistoperationsjava orgspringframeworkdatarediscoredefaultboundlistoperationsrightpopdefaultboundlistoperationsjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointpopmessageandsendredisqueuemessagedrivenendpointjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointaccessredisqueuemessagedrivenendpointjava orgspringframeworkintegrationredisinboundredisqueuemessagedrivenendpointlistenertaskrunredisqueuemessagedrivenendpointjava orgspringframeworkintegrationutilerrorhandlingtaskexecutorrunerrorhandlingtaskexecutorjava javalangthreadrunthreadjava caused comlambdaworksredisredisexception connection closed comlambdaworksredisredisasyncconnectionawaitredisasyncconnectionjava comlambdaworksredisredisconnectionawaitredisconnectionjava comlambdaworksredisredisconnectionbrpopredisconnectionjava orgspringframeworkdataredisconnectionlettucelettuceconnectionbrpoplettuceconnectionjava warn thread supportdefaultlifecycleprocessor failed stop bean orgspringframeworkintegrationredisinboundredisinboundchanneladapter comlambdaworksredisredisexception connection closed comlambdaworksredisredisasyncconnectiondispatchredisasyncconnectionjava comlambdaworksredispubsubredispubsubconnectionunsubscriberedispubsubconnectionjava orgspringframeworkdataredisconnectionlettucelettucesubscriptiondounsubscribelettucesubscriptionjava orgspringframeworkdataredisconnectionutilabstractsubscriptionunsubscribeabstractsubscriptionjava orgspringframeworkdataredisconnectionutilabstractsubscriptionunsubscribeabstractsubscriptionjava orgspringframeworkdataredislistenerredismessagelistenercontainersubscriptiontaskcancelredismessagelistenercontainerjava orgspringframeworkdataredislistenerredismessagelistenercontainerstopredismessagelistenercontainerjava orgspringframeworkintegrationredisinboundredisinboundchanneladapterdostopredisinboundchanneladapterjava orgspringframeworkintegrationendpointabstractendpointstopabstractendpointjava orgspringframeworkintegrationendpointabstractendpointstopabstractendpointjava orgspringframeworkcontextsupportdefaultlifecycleprocessordostopdefaultlifecycleprocessorjava orgspringframeworkcontextsupportdefaultlifecycleprocessoraccessdefaultlifecycleprocessorjava orgspringframeworkcontextsupportdefaultlifecycleprocessorlifecyclegroupstopdefaultlifecycleprocessorjava orgspringframeworkcontextsupportdefaultlifecycleprocessorstopbeansdefaultlifecycleprocessorjava orgspringframeworkcontextsupportdefaultlifecycleprocessoronclosedefaultlifecycleprocessorjava orgspringframeworkcontextsupportabstractapplicationcontextdocloseabstractapplicationcontextjava orgspringframeworkbootcontextembeddedembeddedwebapplicationcontextdocloseembeddedwebapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextrunabstractapplicationcontextjava,2
XD-1292,module delete command provide completions composed modules,point providing completion something fail user tries information module composed available rest layer used,4
XD-1293,remove constraint job module batch job job,currently job modules batch jobs bean job also causes job name actualjobname job batch job controllers require search job suffix job removing constraint would help avoiding,3
XD-1294,update springxdextensionreactor dependency,currently reactorenv bean defined modulecommon context springxddirt runtime dependency springxdextensionreactor project enables boots reactorautoconfiguration initialize reactor environment reactor setup configured admin container server applications since reactor environment used container used reactorsyslog module move reactorenv bean definition reactorsyslog module one caveat approach reactor environment gets setup everytime new reactorsyslog module deployed,1
